Filename;ActivityName;Location;ReferenceProduct
17121_e29568ce-5bdd-4322-811b-19673d174b28_4de1ac3c-15ac-5165-9c53-78dd251fdf2c.spold;market for 2,5-dimethylhexane-2,5-dihydroperoxide;GLO;2,5-dimethylhexane-2,5-dihydroperoxide
17122_8b915d1a-72d5-4f5f-8b68-85288584f54b_0fd5517a-5e54-5aed-9057-ab93b60324ad.spold;market for 2,6-di-tert-butylphenol;GLO;2,6-di-tert-butylphenol
17123_67eb4e18-7578-5fe6-b08e-6f1b150f746a_b9d163af-230d-4a54-a9e0-27f894dc8c2a.spold;market for acrylic acid;RER;acrylic acid
17124_b391f8c2-9627-5ef8-a3db-6814e348f6ee_15e08bcb-75e0-4f45-ab47-d6ddff721ebc.spold;market for acetone, liquid;RER;acetone, liquid
17125_e44e8bcc-e049-5571-8f33-1dd0fdd1241d_79bd7e18-86c4-4aa4-aebe-34fdb546c3bd.spold;market for acrylic binder, without water, in 34% solution state;RER;acrylic binder, without water, in 34% solution state
17126_b76a3da1-5e01-58af-b4bf-1a7d90fc1ec5_dce67266-c173-4a2c-ad18-3838209a083a.spold;market for acrylic dispersion, without water, in 65% solution state;RER;acrylic dispersion, without water, in 65% solution state
17127_a8140434-30cd-5219-9290-434afe62bf3d_ac271101-169f-43d6-913e-624d1a1b6683.spold;market for acetylene;RER;acetylene
17128_1882ea87-c933-4185-b5d9-a8caa0272d34_99ba8208-7a4c-46e7-b4f0-6d93a8332c0b.spold;market for activated carbon, granular;GLO;activated carbon, granular
17129_c452acde-e2fd-51a9-baf1-a72d3261d09d_fa11f755-b0fc-4b50-b3cc-6acde5908f28.spold;market for adhesive, for metal;RER;adhesive, for metal
17130_99a31459-c12c-523c-af15-ab88d3c67b59_aad176cd-625d-4e08-917b-6434e207accd.spold;market for acrylic filler;RER;acrylic filler
17131_ec13e970-f2ad-519a-a4b8-644d184625bb_4f41bd8f-2435-41c8-8a3f-3810f0210766.spold;market for acrylic varnish, without water, in 87.5% solution state;RER;acrylic varnish, without water, in 87.5% solution state
17132_5859dcfd-8af9-5cd8-8da0-fea1f36611a0_fb4bb128-084e-4da3-8227-2ef8ad95da13.spold;market for alkyd paint, white, without solvent, in 60% solution state;RER;alkyd paint, white, without solvent, in 60% solution state
17133_3bb12744-49d0-4ac5-9ae0-8c8b29e64ec8_c90997d4-c89d-5189-b360-2d1b5a0d4652.spold;market for alkyl sulphate (C12-14);GLO;alkyl sulphate (C12-14)
17134_d0861102-1667-5eff-b7b6-9073968421b7_53c35893-3698-4819-8994-b5484cf379b3.spold;market for alkyd resin, long oil, without solvent, in 70% white spirit solution state;RER;alkyd resin, long oil, without solvent, in 70% white spirit solution state
17135_38bb47be-993c-57ad-9f9e-bf5685d13df2_d2aea801-6631-4070-939b-7b6d6b73bee5.spold;market for alkyd paint, white, without water, in 60% solution state;RER;alkyd paint, white, without water, in 60% solution state
17136_02d6d021-efd8-591f-8752-add00c22286e_846f817b-6e06-4594-89ee-6d46c8c368c4.spold;market for alkylketene dimer sizing agent, for paper production;RER;alkylketene dimer sizing agent, for paper production
17137_2203d4c0-81c3-41d3-95c0-c758e3bd2a05_5d0ec026-7937-5ac8-9358-dd2690065dd7.spold;market for aluminium chloride;GLO;aluminium chloride
17138_887230f4-c5b2-4480-b527-0b0e234c3fd3_4ad5078c-3f14-440a-b9d6-b44ff0faec60.spold;market for aluminium sulfate, without water, in 4.33% aluminium solution state;GLO;aluminium sulfate, without water, in 4.33% aluminium solution state
17139_6fc57956-2952-537c-ae00-c61d25b68238_761145b7-3abe-48a5-a426-da5da6c36674.spold;market for aluminium sulfate, powder;RER;aluminium sulfate, powder
17140_5cd8cb63-9e55-5795-985b-5220dc3a12b8_59984322-d17b-47b2-92bd-1c54912a2094.spold;market for allyl chloride;RER;allyl chloride
17141_35235fe1-024a-547f-a3f8-1ba1980b49f4_71aeb89d-1039-4f7f-ab8a-cda6b730c316.spold;market for ammonium carbonate;RER;ammonium carbonate
17142_4bfc76f9-e69b-4df9-ab51-160aa3b6afd8_c9da0f61-1cb7-585e-8999-d5cb262aa539.spold;market for amine oxide;GLO;amine oxide
17143_0122d218-7783-5273-ad39-d6fda3d972f3_14d0697a-3064-44ff-afcd-29068d931464.spold;market for aminopyridine;RER;aminopyridine
17144_6fba1b10-7c85-5f18-8e89-eb2f9c9f208c_a7f92ffa-a459-4c1c-ae8b-ffefe3804099.spold;market for ammonium bicarbonate;RER;ammonium bicarbonate
17145_a9980d39-3c8c-5b26-b1d4-a62f5d497594_9aa43f13-dfdb-45a0-ac93-8c4b0f7ddb84.spold;market for aniline;RER;aniline
17146_86386a6c-bd56-4656-ab06-a8807ec7ec8c_53f62fb9-56c8-51d4-9f01-f3cdc3e09c95.spold;market for azodicarbonamide;GLO;azodicarbonamide
17147_6e829f67-9387-4401-ae8c-c68772752d3f_38e909f7-a27d-4f53-9c4e-3b29007c4523.spold;market for ascorbic acid;GLO;ascorbic acid
17148_e58043b5-0ffe-5345-be76-e4e1de38da40_6372f235-5d19-4174-8850-49f651ec58cc.spold;market for anionic resin;RER;anionic resin
17149_3572a111-2f9c-50ea-9ee2-2f8740163e52_a94ce0ad-46f5-407c-b445-671e353875f0.spold;market for argon, liquid;RER;argon, liquid
17150_12293922-e3a9-49a3-87e8-ab3a470bb71a_6a41c54d-8b6a-5e4d-b8b2-bf56fb7a1a21.spold;market for barium carbonate;GLO;barium carbonate
17151_b3a959cd-fa91-48d8-9ffc-f7eef4b1b448_2e31071f-bd8a-5a8c-99f7-bb2edcab5f30.spold;market for barium sulfide;GLO;barium sulfide
17152_f9903020-fa37-4cc7-b03d-730f3883bf84_32adb0a5-9d9b-57fb-9608-e3c05be329c8.spold;market for benzaldehyde-2-sulfonic acid;GLO;benzaldehyde-2-sulfonic acid
17153_850f127a-224c-4650-be37-ba999329e9b0_5be8aafb-8070-549d-8b1f-55642ce02257.spold;market for barium hydroxide;GLO;barium hydroxide
17154_b2b5abd6-5be3-46b0-8ef7-95c62fc8c972_df92279e-c512-5e0b-a761-aff8c4868e05.spold;market for barium oxide;GLO;barium oxide
17155_2b61e956-e966-5eb9-a640-4a7bc9d64b87_b2fc2305-cd02-44ac-9b7f-4ae6ad257d2b.spold;market for benzaldehyde;RER;benzaldehyde
17156_352a566d-0d95-5091-9cfa-f62f1a92d913_6b344179-5d4c-47cb-a440-0256a8b501a9.spold;market for benzal chloride;RER;benzal chloride
17157_60d10303-082d-58a1-8a80-710db98898c6_044d1317-ada7-4837-bd5b-6924998b0797.spold;market for benzoic acid;RER;benzoic acid
17158_bdd8b1f5-3850-51c4-babb-67c05e588983_8c1de2fe-b584-49b7-9b96-d8c50ed152c4.spold;market for butene, mixed;RER;butene, mixed
17159_515278c8-03a5-59eb-8edc-d6b2de31a274_788a9b6e-8251-438b-81d1-405920e2687e.spold;market for butadiene;RER;butadiene
17160_071fb36a-83da-58de-a27c-2bf63ecd2dc1_a5bf7510-836f-4cae-8c8d-3cd4e7ac87db.spold;market for benzyl chloride;RER;benzyl chloride
17161_56e76320-957c-47ef-be34-72c765d52c79_c16db903-a356-4c17-9775-1ce1c4aa4e0b.spold;market for bromine;GLO;bromine
17162_b87b7e9a-037d-4843-b476-1a234feaaf86_fe65e3f9-6827-53cd-9568-1165323f088f.spold;market for butyldiglycol acetate;GLO;butyldiglycol acetate
17163_e3ed585e-5c37-56c5-934c-50f117a5f602_7a660d2e-6d57-4d2f-9332-30ea826cd679.spold;market for butyrolactone;RER;butyrolactone
17164_a8561a0d-92ae-5c9d-a207-f8e5ae833013_6b9d5139-a306-427d-aa98-a6006a215d50.spold;market for butyl acetate;RER;butyl acetate
17165_e94589a7-8bec-5dce-9cd6-2cb47ccc4746_118544e5-7d7a-4bfe-bcf9-6e71e0b50ad4.spold;market for butyl acrylate;RER;butyl acrylate
17166_2ef465ce-f2a7-50e8-8422-3a957234d1de_b2c3da99-4052-4e12-b38f-4efee8371432.spold;market for calcium carbide, technical grade;RER;calcium carbide, technical grade
17167_871d8787-7bc6-54a2-9100-05f8dd5971aa_a4a72d78-6642-4e02-bec4-8dcd7fc35d4a.spold;market for calcium chloride;RER;calcium chloride
17168_7737cd1f-7a5e-54bd-ac11-36b3e56a61d1_cb08ad19-9bff-5101-95f6-73c9e58ee1ff.spold;market for calcium carbonate, precipitated;RER;calcium carbonate, precipitated
17169_dfcc2246-fbf9-4363-9d01-708d5b092741_0992e479-07eb-4837-8aa3-d4411f675dad.spold;market for chlorine, gaseous;RER;chlorine, gaseous
17170_ea79ee27-f6df-5a45-90ce-bd6524fe71eb_1fe6463a-08c8-406e-b05c-d5ad845da6be.spold;market for cationic resin;RER;cationic resin
17171_9679acde-4769-5655-96bd-4afcc7452b57_a18bcfed-b25b-45b7-853f-eb1b3191f439.spold;market for carbon tetrachloride;RER;carbon tetrachloride
17172_0c1b3cc9-d3f8-5f07-a0c5-fae412838445_29fbcb1d-79ca-45df-8eec-3e51bb95979d.spold;market for chlorine dioxide;RER;chlorine dioxide
17173_c0287617-6834-5264-9165-6fa2beb69a83_952f836a-c8ff-472b-ac3d-7528379339c3.spold;market for chlorodifluoromethane;RER;chlorodifluoromethane
17174_f35fc59a-b3d6-5fda-8b02-3fea05dca25d_52ac5131-16b7-4244-badb-1f195a04daef.spold;market for chloroacetic acid;RER;chloroacetic acid
17175_402d5d8a-2757-53b7-a662-71c683a4fa9a_0f90ad25-dfd7-41e0-94bf-ad889579cce5.spold;market for coating powder;RER;coating powder
17176_7a32bf34-b8e1-5bd4-bc3c-215809e6126a_1682a2f6-7521-417f-9e8b-59e0ba5b8983.spold;market for chloromethyl methyl ether;RER;chloromethyl methyl ether
17177_9cbefbe7-be54-504d-8fc9-929971f7bc4b_a6b32de2-648a-4cd7-a256-9b122f68dd8b.spold;market for chlorine, liquid;RER;chlorine, liquid
17178_0b422133-0f83-57ed-8842-5f737822f1f8_d5c99e46-7caa-4a97-b29d-9ceffdec1e75.spold;market for chlorosulfonic acid;RER;chlorosulfonic acid
17179_8d29cad9-ad5e-4a01-8789-c2ea4a0fb391_7b349a0f-7612-5137-9026-ddcb5e924ed1.spold;market for decabromodiphenyl ether;GLO;decabromodiphenyl ether
17180_2489f996-8f33-4ada-9ced-7b13e0618b04_a7fab22d-a210-5eee-abac-b882fa7d5477.spold;market for cocamide diethanolamine;GLO;cocamide diethanolamine
17181_daba67f5-cbe0-5744-a8dc-ad7b7eeeedab_51f81140-93df-4b38-83f7-de265d88cd76.spold;market for cyclohexanone;RER;cyclohexanone
17182_c5e9b516-1a2c-5c8e-8b65-7a798c88fc00_550f6b4b-1612-4e72-b13a-4e000df4c4ef.spold;market for cyanoacetic acid;RER;cyanoacetic acid
17183_7e56f6fd-6bfc-5ba5-b8ab-ef758455acfd_7fbaae23-bfff-48eb-b0cb-925c7b11d213.spold;market for cyclohexanol;RER;cyclohexanol
17184_ee5b5ec1-83e3-52b0-9187-f01c7b75d1c5_8d125c13-3754-415f-95e6-ec7609eb5c25.spold;market for deinking emulsion, in paper production;RER;deinking emulsion, in paper production
17185_1dea4040-0023-4387-91da-783ff75f4a06_53fd4bee-dffb-5151-9178-23ec0dfd622d.spold;market for dimethyl carbonate;GLO;dimethyl carbonate
17186_3a030a8f-9c76-498b-9533-5865a4c367a1_51d011ea-b1ac-42a4-88d4-533d95994812.spold;market for dichloropropene;GLO;dichloropropene
17187_7937ceb1-f5b8-5790-a7d1-d4a7ed3d6d89_c1fd4059-c24f-4e05-b3f5-82651ec0dbfa.spold;market for dichloromethane;RER;dichloromethane
17188_f109dfc6-33a2-5c06-a499-11d3b792d2e3_86f356ee-4bfa-43cf-a82f-4799c7f7c776.spold;market for diethyl ether, without water, in 99.95% solution state;RER;diethyl ether, without water, in 99.95% solution state
17189_8de6573a-7f52-401e-be04-24f3ffa2d24e_cad7658a-90cc-5ee7-a874-55ed33db5898.spold;market for dimethyl hexanediol;GLO;dimethyl hexanediol
17190_fc22589d-bd4f-5446-ba8d-3f2bddf28089_eeaf1bf6-b91b-475c-871b-c3b0e9e38213.spold;market for dimethyl ether;RER;dimethyl ether
17191_e693deb8-7e9e-505f-a4c7-a9cc812371a0_409fed7c-d609-44ba-901b-045059c1100d.spold;market for dimethylamine;RER;dimethylamine
17192_2c6d0135-2307-58b4-b9ae-38a85e5157ac_5b808359-1aed-4a46-aba5-993226763791.spold;market for dimethyl sulfate;RER;dimethyl sulfate
17193_d6c0f599-5034-4222-81ce-208fcc04c9d0_f831dbaf-bcb9-5a4e-89a8-607f39516f51.spold;market for dimethylaminopropylamine;GLO;dimethylaminopropylamine
17194_bc2fa68b-21c4-4a4a-bb6d-fbd90ddeafac_812ae2cf-86f0-58bc-a825-fcc7c4ecc80d.spold;market for dodecanol;GLO;dodecanol
17195_b9ca639e-06bc-51c3-adf7-0a81ce08aaf3_bb14c937-fb75-430a-bb90-128536904e85.spold;market for dioxane;RER;dioxane
17196_e18f212e-3bff-4561-9416-dd67a45e6c86_8e2a9448-685b-4687-910a-77418454f259.spold;market for dolomite;RER;dolomite
17197_8d973e1f-6597-5412-87ba-aa1a47020e2a_a01151e0-61fe-4db9-90b5-494aa8589692.spold;market for dipropylene glycol monomethyl ether;RER;dipropylene glycol monomethyl ether
17198_cce01d5d-c4cc-5290-8a6d-5850680fd089_b078cbaa-e4d8-49a0-afc7-78768258e79b.spold;market for esterquat;RER;esterquat
17199_4bf0f795-370c-51b5-845a-43fa1d0e0b64_315d1b7c-4c81-4ef7-9e4a-eb475047418a.spold;market for DTPA, diethylenetriaminepentaacetic acid;RER;DTPA, diethylenetriaminepentaacetic acid
17200_a54f640d-c524-5f2c-997b-47ccc2809629_51c7e57a-00b7-4412-b56c-94c17b211ee7.spold;market for epoxy resin, liquid;RER;epoxy resin, liquid
17201_e5e5034a-c3c2-5c63-a267-391a4fc26118_ece340ed-eced-4f6d-afed-fc47e3f8edd3.spold;market for esters of versatic acid;RER;esters of versatic acid
17202_1d46b8fa-c4cd-4f62-98ff-ad45ad206279_b9e7503c-58d1-436d-bc16-6f7d09efffd7.spold;market for enzymes;GLO;enzymes
17203_6b25780b-f986-5e9b-82df-6f161b4ab433_1ff7f238-0259-4b52-8c62-503a50be5a46.spold;market for ethoxylated alcohol (AE3);RER;ethoxylated alcohol (AE3)
17204_52921382-6c70-57c8-8a89-caca0eae0d55_3a0d77a5-6488-4977-966a-731350be864a.spold;market for ethanol, without water, in 99.7% solution state, from ethylene;RER;ethanol, without water, in 99.7% solution state, from ethylene
17205_c48b1c2e-fc82-5f76-a0ed-96c7e578e557_b8d5c3e7-0342-4048-8f15-bc1954e60cb8.spold;market for ethylene bromide;RER;ethylene bromide
17206_bffc2d5e-f252-507d-bf5a-f78d6eb31ae4_c17913f3-7fcb-4c75-823f-32c9ff843f43.spold;market for ethyl benzene;RER;ethyl benzene
17207_a161ffeb-1f79-5570-b003-6786cb849630_ee02b2e7-9c42-4fe3-904b-2a4a6f221656.spold;market for ethoxylated alcohol (AE7);RER;ethoxylated alcohol (AE7)
17208_7383bf75-7d82-427a-9c42-4ab2ed458ba6_845fe303-3db0-5359-8603-baae6d4bf6e0.spold;market for ethoxylated alcohol (AE>20);GLO;ethoxylated alcohol (AE>20)
17209_e1d4e99a-babc-52dd-9b78-2de8a9bc152f_e6406c60-b8cf-4ee5-af0b-df43c146018c.spold;market for ethylene vinyl acetate copolymer;RER;ethylene vinyl acetate copolymer
17210_c5646ceb-e767-5c93-9310-2c2e20bc122b_26dda6c0-2ad5-4710-92f0-81c599840472.spold;market for ethylene dichloride;RER;ethylene dichloride
17211_5a30f554-0c7b-5457-bf35-55d83480389f_c7c790e7-474f-495a-911e-bb905050682d.spold;market for ethylene, pipeline system;RER;ethylene, pipeline system
17212_09f541ee-0067-552b-9e92-7a71b576c3a8_44e8a892-3178-4352-a898-722e68990fe9.spold;market for ethylene, average;RER;ethylene, average
17213_71562a25-853c-5332-ad3a-1afa1bc0efae_48396be2-470c-4a6a-b858-bec336a26b38.spold;market for ethylene oxide;RER;ethylene oxide
17214_3202ae5d-be9c-5585-91a6-f52f4a03ead8_d9da5528-0582-45ce-84d3-9f3e0b644df2.spold;market for ethylene glycol monoethyl ether;RER;ethylene glycol monoethyl ether
17215_c52ac388-4706-541b-bb28-1431bd5cebd2_18bebcb5-572f-433d-95aa-282cc3ada6e2.spold;market for ethylenediamine;RER;ethylenediamine
17216_b72dd852-4150-4f47-a418-b3fe34ef2d58_fde9ca6e-daef-4963-a975-e8128d2bf92f.spold;market for glucose;GLO;glucose
17217_ea3c47cf-f111-5a15-8eda-97e85ee6ee46_ab2d6d49-c4a9-48b1-bddc-0ccb6b84e022.spold;market for formaldehyde;RER;formaldehyde
17218_52b30717-e5ca-484f-9602-acdd7cfaf208_da17f9b2-420c-5f5b-8f1c-cd5f252d64c1.spold;market for hydrazine sulfate;GLO;hydrazine sulfate
17219_fdeb241b-4463-5f09-acf8-0bd14edaa93f_3d3268fa-3c9e-43e0-be88-3dfd53718719.spold;market for glycerine;RER;glycerine
17220_673af9da-282f-593d-9464-a7c02b791e7e_7e94cd56-6eec-417d-a54e-39b07fdd8d4c.spold;market for glyoxal;RER;glyoxal
17221_3ea605b8-e1c0-5c90-9bdd-45e76c99b913_bc029dc2-d952-4f61-970b-193afe897d18.spold;market for hydrazine;RER;hydrazine
17222_d8ac3a8e-6d0d-5241-9abf-9a8d4699f9c2_090bf091-edba-4f7e-93dd-19eb43cb2123.spold;market for hydrogen cyanide;RER;hydrogen cyanide
17223_677b8f49-f60d-50b2-8d18-4a47b30d8709_39f50029-2aae-470f-87dc-5e24405df568.spold;market for hydrogen fluoride;RER;hydrogen fluoride
17224_1ff8ed5a-4d3e-5f99-b0f1-df3318d9b8e3_b8ffb776-c1de-466f-91d6-b922b0cb8a1e.spold;market for hydrogen sulfide;RER;hydrogen sulfide
17225_4300186f-0b26-4fea-9008-fa8f574f08c0_3ab60559-40d3-42e4-9cac-476a519098fa.spold;market for hydrochloric acid, without water, in 30% solution state;RER;hydrochloric acid, without water, in 30% solution state
17226_88269fc1-7432-5022-8b74-b66862591bf2_fc0b4a39-f519-42f2-8e48-dc7c20ff97bb.spold;market for hydroxylamine;RER;hydroxylamine
17227_789708a1-5ea0-526c-9d63-a892bb5bc59f_26c92545-7995-491d-bcca-ee6d590ef194.spold;market for hydrogen peroxide, without water, in 50% solution state;RER;hydrogen peroxide, without water, in 50% solution state
17228_cf92de73-1127-4999-b286-829ca433841f_51202bed-5f41-4b96-a788-9f6649dcb3c8.spold;market for iron (III) chloride, without water, in 40% solution state;GLO;iron (III) chloride, without water, in 40% solution state
17229_50e1c970-37a2-4bf6-8b51-a53a319c074d_3b856644-1564-48e5-892f-e8d17beae815.spold;market for iron(II) chloride;GLO;iron(II) chloride
17230_a7d7f8f7-9543-58d6-a22a-c6fe9484c20f_c614ee4a-ee63-4b51-b129-8a18a5e458fe.spold;market for iron sulfate;RER;iron sulfate
17231_4020fb4a-f299-56c6-8f7f-6ad7efd8f00b_e27cd3c5-3a3c-4743-a18f-2426152d6148.spold;market for indium tin oxide powder, nanoscale, for sputtering target;RER;indium tin oxide powder, nanoscale, for sputtering target
17232_bd7197b2-5056-4f5c-acee-302a3bdf3529_b4ad5cda-b0ec-49ae-a032-a15388e71455.spold;market for iron(III) chloride, without water, in 14% iron solution state;GLO;iron(III) chloride, without water, in 14% iron solution state
17233_4a94af20-67a2-4702-97d1-35e8317708ce_b8f9a782-d4ee-4477-be28-ee3ff2997cf6.spold;market for iron(III) chloride, without water, in a 12% iron solution state;GLO;iron(III) chloride, without water, in a 12% iron solution state
17234_fa01c5d2-183d-4c44-a3f7-1ea9e6d368f7_1211687f-b185-4e5d-9620-41515a66a390.spold;market for iron(III) sulfate, without water, in 12.5% iron solution state;GLO;iron(III) sulfate, without water, in 12.5% iron solution state
17235_5d943f27-d3f5-5530-a216-29e5f9c22e02_a755ae96-2e6b-4ce2-ae2a-8f36682c1f6e.spold;market for isopropanol;RER;isopropanol
17236_abaa2ecf-afba-5e20-9927-532b8c7dcac2_938af061-8c13-47af-a3ba-d8454aec9893.spold;market for isobutanol;RER;isobutanol
17237_8863c503-cbda-516f-a50f-afa7863eb5b5_0639ab9a-43bd-48b8-b8d9-99c50aa022fd.spold;market for isopropyl acetate;RER;isopropyl acetate
17238_b97cb070-a994-5a37-b3ff-ac7e15232a87_b0cd6c3d-d1b6-42f4-8e58-ca6d4d6c3e18.spold;market for latex;RER;latex
17239_cc514178-3862-496e-9c65-96582f2f12a7_2ffc27c3-c08c-4d6e-a91d-98cf4765e065.spold;market for lithium carbonate;GLO;lithium carbonate
17240_bbf4c008-d85e-4aa6-ba83-26c4ab963e18_075b8c5b-9971-4507-a2c1-10007c232a14.spold;market for lithium chloride;GLO;lithium chloride
17241_c618916c-76ba-526d-86ef-467c502ecb6f_23a54f87-5cde-48c8-baf2-08bc90cafacd.spold;market for metallization paste, back side, aluminium;RER;metallization paste, back side, aluminium
17242_af2a58ec-fa26-5133-bb6d-eab2ca38db44_10d65b66-177a-4c93-a984-ef986f6a8fe4.spold;market for melamine formaldehyde resin;RER;melamine formaldehyde resin
17243_9c9d7e25-ec64-5ae0-92aa-7a2aec32bc55_ea75b944-c676-4a13-85b8-2bea98f765a4.spold;market for lubricating oil;RER;lubricating oil
17244_87a291d7-3969-5c24-bba9-4d0a2097a13e_cbe1833b-7077-4f2e-b2a6-813367d7d5ce.spold;market for metallization paste, back side;RER;metallization paste, back side
17245_f0d7e2d0-dc07-4dac-949e-a38dce0841f0_bb73c354-cfef-4666-8d3d-195a5b7e5436.spold;market for magnetite;GLO;magnetite
17246_db15d492-4573-57ab-99a2-da5c66590cac_86e1bf02-e86a-479b-9051-710271dbd745.spold;market for methyl ethyl ketone;RER;methyl ethyl ketone
17247_fb811632-4686-5691-8f21-65779f076af1_d5b53970-1acf-4175-9ecc-efa4002d09f2.spold;market for methylamine;RER;methylamine
17248_5f9c54e0-e547-5150-a6c1-06068af10c5a_07a9af51-381d-46b0-8ee1-1a494950a39a.spold;market for methylchloride;RER;methylchloride
17249_65df0ae8-a4e8-4691-81b4-a35d925ed123_4a0b47d3-c643-4b67-841b-b5689787f7a1.spold;market for methanol;GLO;methanol
17250_34a4a6f9-f3b1-5421-999d-6deee83660d8_20683f58-5507-405c-b466-33d6cfd8623c.spold;market for methyl methacrylate;RER;methyl methacrylate
17251_c9bcce58-8ef5-5746-b055-143a12dfeec4_5deae761-b26c-4c35-98f8-bacc517cebbb.spold;market for metallization paste, front side;RER;metallization paste, front side
17252_39d40a00-262c-46c0-90f6-d5b67186aab7_3fc068d9-71cf-5f55-8e15-1675bbc38caf.spold;market for non-ionic surfactant;GLO;non-ionic surfactant
17253_2e6e7540-f035-5699-81e2-439e458a4721_fb26f56d-86cd-43c4-90c4-3d9fef66b820.spold;market for nitrous dioxide;RER;nitrous dioxide
17254_c8417b10-e5b5-52ac-bafd-3e309cd7d788_8c7dd9ee-4962-4ae3-9c3a-8fb58def93ae.spold;market for nitrobenzene;RER;nitrobenzene
17255_cac7ed34-c573-507e-8391-0b469f29fd67_6af79823-cba0-4b75-96eb-e7c161eed14e.spold;market for nylon 6, glass-filled;RER;nylon 6, glass-filled
17256_721b5662-12aa-5631-88d1-957e0f892d8e_0f04185b-5bd5-47c6-b259-c101f5ff47b5.spold;market for monochlorobenzene;RER;monochlorobenzene
17257_31a2a6f3-70d9-526c-9d7e-ca2ca8f9e233_68db7412-ba35-488b-8a45-9a9f48448522.spold;market for nitric acid, without water, in 50% solution state;RER;nitric acid, without water, in 50% solution state
17258_6a7bc770-ce1e-5b47-bfb8-868a9327c61e_e7d9edbf-64cc-434e-8bdc-90ecc8d2813c.spold;market for o-nitrophenol;RER;o-nitrophenol
17259_636300f0-8037-5e7f-8fbf-27ef929b02eb_c4ea317c-5719-4f10-9e04-7da3e328a0c4.spold;market for o-dichlorobenzene;RER;o-dichlorobenzene
